Source_Aggregator,Transaction_ID,User_ID,Transaction_Date,Service_Provider,Amount,Status,Access_Source,Is_Retry,Retry_Count,Original_Transaction_ID
UHS,UHS-C8BE9F92-29082025,user_02075,8/29/2025 8:25,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT2508297EF833,user_00164,8/29/2025 8:28,ikeja-electric,2500,SUCCESS,mobile_app,No,0,
UHS,UHS-A0B1ABC6-29082025,user_03291,8/29/2025 8:28,portharcourt-electric,1000,COMPLETED,mobile_app,No,0,
BCT,BCT25082966468E,user_00209,8/29/2025 8:30,enugu-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT2508294D942D,user_03831,8/29/2025 8:33,portharcourt-electric,10000,SUCCESS,browser,No,0,
PPA,PPA-20250829-0A5FC284,user_02999,8/29/2025 8:36,abuja-electric,1000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250829-17C56944,user_01212,8/29/2025 8:38,ibadan-electric,1500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-C25FCDB1,user_01075,8/29/2025 8:38,benin-electric,5000,SUCCESS,mobile_app,No,0,
EPA,EPA202508290841321B4C,user_00117,8/29/2025 8:41,portharcourt-electric,10000,SUCCESS,browser,No,0,
PPA,PPA-20250829-EE9848C5,user_03488,8/29/2025 8:46,abuja-electric,1000,FAILED,mobile_app,No,0,
EPA,EPA20250829084645E22D,user_04418,8/29/2025 8:46,abuja-electric,7500,COMPLETED,mobile_app,No,0,
BCT,BCT250829FEECA0,user_01663,8/29/2025 8:48,abuja-electric,5000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-6D3D597E,user_01648,8/29/2025 8:50,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
UHS,UHS-6C4C8939-29082025,user_00349,8/29/2025 8:52,abuja-electric,10000,SUCCESSFUL,browser,No,0,
BCT,BCT2508291AD48F,user_02758,8/29/2025 8:56,eko-electric,1000,COMPLETED,api,No,0,
PPA,PPA-20250829-22B11F7D,user_01802,8/29/2025 9:02,benin-electric,10000,SUCCESS,browser,No,0,
BCT,BCT250829274AF0,user_01138,8/29/2025 9:02,portharcourt-electric,1000,COMPLETED,browser,No,0,
UHS,UHS-36C96ECC-29082025,user_04175,8/29/2025 9:03,eko-electric,5000,SUCCESS,browser,No,0,
PPA,PPA-20250829-31AF11A0,user_03556,8/29/2025 9:03,enugu-electric,1000,COMPLETED,mobile_app,No,0,
EPA,EPA20250829090355B0AE,user_02876,8/29/2025 9:03,abuja-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250829651B5D,user_04270,8/29/2025 9:05,ikeja-electric,10000,SUCCESS,browser,No,0,
EPA,EPA2025082909051459D0,user_01627,8/29/2025 9:05,abuja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250829-DE210C07,user_02008,8/29/2025 9:07,ikeja-electric,1750,SUCCESS,browser,No,0,
UHS,UHS-545F6CAE-29082025,user_02057,8/29/2025 9:07,eko-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250829-1418665E,user_01073,8/29/2025 9:08,ikeja-electric,90000,COMPLETED,mobile_app,No,0,
UHS,UHS-9FFF3C66-29082025,user_00846,8/29/2025 9:10,eko-electric,1750,SUCCESS,browser,No,0,
EPA,EPA20250829091227AA08,user_00126,8/29/2025 9:12,abuja-electric,1000,REJECTED,browser,No,0,
PPA,PPA-20250829-76D707FD,user_03343,8/29/2025 9:13,ibadan-electric,1500,SUCCESSFUL,browser,No,0,
EPA,EPA202508290917368846,user_00430,8/29/2025 9:17,portharcourt-electric,30000,COMPLETED,browser,No,0,
PPA,PPA-20250829-CB7F1FA3,user_03621,8/29/2025 9:17,kano-electric,10000,COMPLETED,browser,No,0,
UHS,UHS-366ED4D4-29082025,user_00066,8/29/2025 9:18,eko-electric,1000,COMPLETED,mobile_app,No,0,
BCT,BCT250829A716EC,user_03287,8/29/2025 9:20,eko-electric,83000,COMPLETED,browser,No,0,
PPA,PPA-20250829-0D3B2AA1,user_00876,8/29/2025 9:20,abuja-electric,2000,COMPLETED,browser,No,0,
PPA,PPA-20250829-F5A7F23E,user_03963,8/29/2025 9:22,enugu-electric,41000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-E440D50A,user_03926,8/29/2025 9:22,abuja-electric,30000,SUCCESS,mobile_app,No,0,
EPA,EPA20250829093155AEFB,user_00957,8/29/2025 9:31,portharcourt-electric,3000,COMPLETED,browser,No,0,
PPA,PPA-20250829-B95A8EA5,user_03895,8/29/2025 9:37,ikeja-electric,1250,COMPLETED,browser,No,0,
EPA,EPA2025082909385967B9,user_00485,8/29/2025 9:38,enugu-electric,1250,SUCCESS,browser,No,0,
BCT,BCT25082958F309,user_00945,8/29/2025 9:40,aba-electric,50000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-41DCB3E2,user_00166,8/29/2025 9:40,enugu-electric,57000,COMPLETED,api,No,0,
BCT,BCT25082961FFCF,user_03741,8/29/2025 9:42,enugu-electric,2875,COMPLETED,browser,No,0,
EPA,EPA20250829094525B444,user_02986,8/29/2025 9:45,ibadan-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-124A0DA9-R1,user_03488,8/29/2025 9:45,abuja-electric,1000,SUCCESS,mobile_app,Yes,1,PPA-20250829-EE9848C5
UHS,UHS-2437F739-29082025,user_00896,8/29/2025 9:48,ikeja-electric,1250,SUCCESS,browser,No,0,
BCT,BCT250829402D9A,user_03848,8/29/2025 9:48,abuja-electric,3000,SUCCESS,browser,No,0,
BCT,BCT2508295FFCE1,user_01461,8/29/2025 9:50,ikeja-electric,1250,SUCCESSFUL,mobile_app,No,0,
BCT,BCT2508292AD5B6,user_03070,8/29/2025 9:51,abuja-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-02037F45,user_02422,8/29/2025 9:53,abuja-electric,120064,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-172FC8CB,user_03692,8/29/2025 9:55,enugu-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250829-DFA4EA21,user_02426,8/29/2025 9:55,ikeja-electric,2000,COMPLETED,browser,No,0,
EPA,EPA20250829095844868F,user_01114,8/29/2025 9:58,eko-electric,10000,COMPLETED,browser,No,0,
PPA,PPA-20250829-2B84FD29,user_00395,8/29/2025 9:59,abuja-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250829-B489359F,user_00674,8/29/2025 10:03,eko-electric,1234,SUCCESS,mobile_app,No,0,
UHS,UHS-2FA32635-29082025,user_02211,8/29/2025 10:06,eko-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250829077847,user_04269,8/29/2025 10:08,ikeja-electric,10000,SUCCESSFUL,mobile_app,No,0,
EPA,EPA202508291012279A48_r1,user_00126,8/29/2025 10:12,abuja-electric,1000,COMPLETED,browser,Yes,1,EPA20250829091227AA08
UHS,UHS-FD41F12D-29082025,user_03781,8/29/2025 10:18,ikeja-electric,2000,REFUNDED,browser,No,0,
BCT,BCT250829FDC1EF,user_04045,8/29/2025 10:18,abuja-electric,24000,COMPLETED,browser,No,0,
PPA,PPA-20250829-00E1B611,user_02874,8/29/2025 10:20,eko-electric,40000,SUCCESS,browser,No,0,
BCT,BCT250829CD98B3,user_03047,8/29/2025 10:21,portharcourt-electric,10000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-3A68E787,user_00586,8/29/2025 10:21,abuja-electric,80000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT25082965AE3A,user_00424,8/29/2025 10:22,ikeja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250829-8491DE1F,user_01531,8/29/2025 10:24,ibadan-electric,1750,SUCCESS,mobile_app,No,0,
BCT,BCT250829C20EDB,user_04354,8/29/2025 10:24,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250829-E4189459,user_02612,8/29/2025 10:25,abuja-electric,1000,SUCCESS,browser,No,0,
EPA,EPA20250829102548AD59,user_00081,8/29/2025 10:25,eko-electric,72000,DECLINED,browser,No,0,
BCT,BCT250829A24229,user_00863,8/29/2025 10:27,eko-electric,34000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-89545402,user_01753,8/29/2025 10:27,abuja-electric,2000,COMPLETED,browser,No,0,
BCT,BCT250829A29023,user_03206,8/29/2025 10:32,portharcourt-electric,2000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250829A5B89B,user_02860,8/29/2025 10:32,portharcourt-electric,39000,COMPLETED,browser,No,0,
BCT,BCT25082900527A,user_02750,8/29/2025 10:34,abuja-electric,78000,REJECTED,mobile_app,No,0,
EPA,EPA20250829103732414F,user_02848,8/29/2025 10:37,abuja-electric,1500,COMPLETED,browser,No,0,
PPA,PPA-20250829-96BC0E16,user_02487,8/29/2025 10:38,benin-electric,2500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-054E52F2,user_03631,8/29/2025 10:42,abuja-electric,10000,COMPLETED,browser,No,0,
EPA,EPA20250829104549321A,user_00366,8/29/2025 10:45,portharcourt-electric,1000,COMPLETED,browser,No,0,
UHS,UHS-50242E5B-29082025,user_00811,8/29/2025 10:47,ikeja-electric,1750,SUCCESSFUL,api,No,0,
UHS,UHS-44A37103-29082025,user_02528,8/29/2025 10:48,eko-electric,5000,SUCCESS,browser,No,0,
BCT,BCT2508299B0728,user_00090,8/29/2025 10:48,ikeja-electric,1000,DECLINED,mobile_app,No,0,
BCT,BCT250829E841F5R1,user_00090,8/29/2025 10:52,ikeja-electric,1000,COMPLETED,mobile_app,Yes,1,BCT2508299B0728
BCT,BCT250829F24F5A,user_00943,8/29/2025 10:57,eko-electric,1500,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-BB767F2D,user_00265,8/29/2025 10:57,enugu-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-AFF13C33,user_00386,8/29/2025 10:58,eko-electric,150000,SUCCESS,mobile_app,No,0,
EPA,EPA202508291059449C87,user_02114,8/29/2025 10:59,enugu-electric,250000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250829-FD8E0D1A,user_03700,8/29/2025 11:01,portharcourt-electric,5000,SUCCESSFUL,mobile_app,No,0,
UHS,UHS-39B21EAC-29082025,user_01452,8/29/2025 11:01,kano-electric,2500,COMPLETED,browser,No,0,
EPA,EPA20250829110257FBBF,user_04149,8/29/2025 11:02,portharcourt-electric,10000,SUCCESS,browser,No,0,
UHS,UHS-B2ABF761-29082025,user_04150,8/29/2025 11:03,eko-electric,3000,COMPLETED,browser,No,0,
PPA,PPA-20250829-7B7FC4AB,user_02087,8/29/2025 11:05,ibadan-electric,14977,COMPLETED,browser,No,0,
BCT,BCT2508298D37D2,user_04469,8/29/2025 11:10,aba-electric,1500,COMPLETED,mobile_app,No,0,
BCT,BCT25082967019D,user_00815,8/29/2025 11:15,enugu-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250829-C081315D,user_01335,8/29/2025 11:15,benin-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-2055DAF9,user_01365,8/29/2025 11:22,ikeja-electric,10000,SUCCESS,mobile_app,No,0,
EPA,EPA202508291122416821,user_01777,8/29/2025 11:22,eko-electric,1250,SUCCESSFUL,mobile_app,No,0,
UHS,UHS-61973897-29082025,user_00217,8/29/2025 11:24,abuja-electric,2000,SUCCESSFUL,browser,No,0,
UHS,UHS-DCA6FE64-29082025,user_00626,8/29/2025 11:24,benin-electric,3000,SUCCESSFUL,browser,No,0,
UHS,UHS-B34452C5-29082025,user_02123,8/29/2025 11:27,eko-electric,300000,SUCCESSFUL,browser,No,0,
EPA,EPA20250829112925371B,user_03504,8/29/2025 11:29,ikeja-electric,300000,SUCCESSFUL,mobile_app,No,0,
UHS,UHS-0528289F-29082025,user_02228,8/29/2025 11:30,ibadan-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-6C3A1E26,user_02095,8/29/2025 11:37,kaduna-electric,5000,COMPLETED,browser,No,0,
PPA,PPA-20250829-F212ECF3,user_03693,8/29/2025 11:38,ikeja-electric,4635,SUCCESS,mobile_app,No,0,
UHS,UHS-3C1AF405-29082025,user_03388,8/29/2025 11:42,portharcourt-electric,1500,SUCCESSFUL,browser,No,0,
BCT,BCT2508294CAA0A,user_03227,8/29/2025 11:43,abuja-electric,3000,COMPLETED,browser,No,0,
BCT,BCT250829AECF4D,user_02621,8/29/2025 11:44,eko-electric,2000,SUCCESSFUL,browser,No,0,
UHS,UHS-1BAAC52B-29082025,user_01736,8/29/2025 11:44,abuja-electric,3750,SUCCESS,browser,No,0,
BCT,BCT250829E65E10,user_02550,8/29/2025 11:45,eko-electric,3000,COMPLETED,browser,No,0,
PPA,PPA-20250829-F82AEBF9,user_03219,8/29/2025 11:47,ikeja-electric,2000,SUCCESS,browser,No,0,
UHS,UHS-6E422CA6-29082025,user_01571,8/29/2025 11:48,abuja-electric,52000,COMPLETED,mobile_app,No,0,
BCT,BCT250829EC9E27,user_03310,8/29/2025 11:52,ikeja-electric,10000,SUCCESSFUL,browser,No,0,
UHS,UHS-F6FB982D-29082025,user_01695,8/29/2025 11:53,portharcourt-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250829807005,user_00902,8/29/2025 11:53,kano-electric,30000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250829-5548E285,user_04021,8/29/2025 11:54,abuja-electric,2000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250829-6024F9C9,user_02362,8/29/2025 11:55,eko-electric,2000,FAILED,mobile_app,No,0,
BCT,BCT25082920C50C,user_03217,8/29/2025 11:56,ikeja-electric,3000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-0D7F9222,user_04440,8/29/2025 11:56,portharcourt-electric,5000,SUCCESSFUL,browser,No,0,
EPA,EPA2025082911570410A1,user_02436,8/29/2025 11:57,abuja-electric,2000,DECLINED,browser,No,0,
EPA,EPA202508291157458205_r1,user_02436,8/29/2025 11:57,abuja-electric,2000,SUCCESSFUL,browser,Yes,1,EPA2025082911570410A1
EPA,EPA20250829115826CB7E,user_03082,8/29/2025 11:58,portharcourt-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-9E47A878,user_00915,8/29/2025 11:58,abuja-electric,5264,SUCCESSFUL,mobile_app,No,0,
BCT,BCT2508292A073B,user_00284,8/29/2025 11:59,ikeja-electric,3000,SUCCESS,mobile_app,No,0,
EPA,EPA20250829115944DFF0,user_02718,8/29/2025 11:59,benin-electric,1000,REJECTED,browser,No,0,
EPA,EPA202508291202437787,user_02399,8/29/2025 12:02,portharcourt-electric,1000,SUCCESS,browser,No,0,
EPA,EPA2025082912035519C0,user_03892,8/29/2025 12:03,abuja-electric,1000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250829-249B5CA7,user_01620,8/29/2025 12:10,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-9FC6B059,user_03054,8/29/2025 12:10,eko-electric,2000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-C307D7E0,user_03109,8/29/2025 12:13,abuja-electric,250000,SUCCESSFUL,mobile_app,No,0,
UHS,UHS-7252A801-29082025,user_02082,8/29/2025 12:14,eko-electric,2000,SUCCESS,browser,No,0,
BCT,BCT2508291308F7,user_02711,8/29/2025 12:14,abuja-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-C8C8A7ED,user_02905,8/29/2025 12:15,ikeja-electric,1500,SUCCESSFUL,browser,No,0,
BCT,BCT25082996D3C0,user_01260,8/29/2025 12:15,abuja-electric,200000,COMPLETED,browser,No,0,
BCT,BCT2508294B9E30,user_00585,8/29/2025 12:16,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
UHS,UHS-4477337D-29082025,user_02384,8/29/2025 12:17,abuja-electric,3060,COMPLETED,browser,No,0,
PPA,PPA-20250829-6CE6C0E5,user_03737,8/29/2025 12:19,abuja-electric,1500,SUCCESS,browser,No,0,
BCT,BCT25082916C20E,user_02696,8/29/2025 12:19,ibadan-electric,1000,COMPLETED,browser,No,0,
UHS,UHS-57A0B930-29082025,user_00268,8/29/2025 12:21,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250829-F3583137,user_00599,8/29/2025 12:24,abuja-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250829-CBC532B4,user_02967,8/29/2025 12:24,eko-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250829-52C04E47,user_03697,8/29/2025 12:28,abuja-electric,1436,SUCCESSFUL,browser,No,0,
EPA,EPA20250829123336C168,user_02070,8/29/2025 12:33,abuja-electric,2000,COMPLETED,mobile_app,No,0,
UHS,UHS-2C296EB4-29082025,user_01700,8/29/2025 12:36,abuja-electric,3000,COMPLETED,browser,No,0,
EPA,EPA20250829123752CBAB,user_03738,8/29/2025 12:37,ikeja-electric,20000,SUCCESSFUL,browser,No,0,
EPA,EPA202508291238160731,user_00129,8/29/2025 12:38,portharcourt-electric,1000,SUCCESS,mobile_app,No,0,
BCT,BCT2508299E7E07,user_04120,8/29/2025 12:41,abuja-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250829-67814EFC,user_02006,8/29/2025 12:41,enugu-electric,3750,COMPLETED,browser,No,0,
BCT,BCT250829B633F6,user_02479,8/29/2025 12:44,abuja-electric,1000,COMPLETED,mobile_app,No,0,
UHS,UHS-E21A6400-29082025,user_02736,8/29/2025 12:49,enugu-electric,1500,CANCELLED,browser,No,0,
EPA,EPA20250829125021991F,user_00229,8/29/2025 12:50,abuja-electric,1500,COMPLETED,mobile_app,No,0,
UHS,UHS-D17B11C9-29082025,user_01194,8/29/2025 12:51,ikeja-electric,5000,SUCCESS,browser,No,0,
BCT,BCT250829E46707,user_02617,8/29/2025 12:51,eko-electric,2000,FAILED,browser,No,0,
PPA,PPA-20250829-C7B8B7A0,user_02703,8/29/2025 12:52,abuja-electric,2500,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250829-B4C584C3,user_03592,8/29/2025 12:52,portharcourt-electric,10000,SUCCESSFUL,browser,No,0,
BCT,BCT250829CAB0B9,user_03314,8/29/2025 12:53,abuja-electric,47000,FAILED,browser,No,0,
UHS,UHS-D31EB6E3-29082025,user_00934,8/29/2025 12:53,portharcourt-electric,21000,REJECTED,mobile_app,No,0,
PPA,PPA-20250829-FD9E3D23,user_00713,8/29/2025 12:54,ikeja-electric,1000,SUCCESS,mobile_app,No,0,
BCT,BCT250829336351,user_02501,8/29/2025 12:56,eko-electric,20000,DECLINED,browser,No,0,
EPA,EPA20250829125902D74B,user_01208,8/29/2025 12:59,abuja-electric,52000,SUCCESS,browser,No,0,
BCT,BCT2508295027BB,user_00976,8/29/2025 12:59,abuja-electric,2000,SUCCESS,browser,No,0,
UHS,UHS-DDDEDC1A-29082025,user_02205,8/29/2025 12:59,ikeja-electric,1250,SUCCESS,browser,No,0,
EPA,EPA202508291300239CEB,user_00240,8/29/2025 13:00,eko-electric,90000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-C57D5D15,user_04241,8/29/2025 13:01,eko-electric,1000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250829641D88,user_03278,8/29/2025 13:04,abuja-electric,1750,SUCCESSFUL,browser,No,0,
BCT,BCT250829EAD97B,user_03561,8/29/2025 13:10,portharcourt-electric,36000,SUCCESS,browser,No,0,
PPA,PPA-20250829-39C48970,user_02019,8/29/2025 13:11,abuja-electric,1500,SUCCESS,api,No,0,
BCT,BCT250829C5A6F6,user_00178,8/29/2025 13:14,ikeja-electric,3000,SUCCESSFUL,mobile_app,No,0,
UHS,UHS-A88CCFAF-29082025,user_02400,8/29/2025 13:16,ibadan-electric,2000,SUCCESSFUL,browser,No,0,
BCT,BCT25082979557D,user_01848,8/29/2025 13:17,abuja-electric,1361,COMPLETED,browser,No,0,
PPA,PPA-20250829-E82CA266,user_00391,8/29/2025 13:17,portharcourt-electric,82000,COMPLETED,browser,No,0,
UHS,UHS-C59ED757-29082025,user_03543,8/29/2025 13:18,ibadan-electric,1000,COMPLETED,browser,No,0,
BCT,BCT2508298AE8CF,user_01662,8/29/2025 13:18,benin-electric,1500,SUCCESSFUL,mobile_app,No,0,
EPA,EPA20250829132106F6C8,user_00879,8/29/2025 13:21,ikeja-electric,151464,FAILED,api,No,0,
BCT,BCT25082936AF9C,user_02285,8/29/2025 13:23,ibadan-electric,3000,COMPLETED,mobile_app,No,0,
EPA,EPA20250829132353E038,user_02732,8/29/2025 13:23,portharcourt-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-8F43757E,user_01248,8/29/2025 13:24,portharcourt-electric,62000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250829-AE427016,user_03919,8/29/2025 13:24,abuja-electric,187807,SUCCESSFUL,browser,No,0,
EPA,EPA202508291325322923,user_03760,8/29/2025 13:25,ibadan-electric,1000,REFUNDED,browser,No,0,
BCT,BCT2508293BC5B3,user_03023,8/29/2025 13:29,portharcourt-electric,1500,COMPLETED,browser,No,0,
PPA,PPA-20250829-99A9B64F,user_03398,8/29/2025 13:29,jos-electric,250000,COMPLETED,browser,No,0,
BCT,BCT250829915C89,user_00428,8/29/2025 13:31,abuja-electric,7500,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-B2B25285,user_02267,8/29/2025 13:32,eko-electric,10000,COMPLETED,browser,No,0,
BCT,BCT250829D7A7E3,user_01437,8/29/2025 13:33,ibadan-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250829-E3A04792,user_02830,8/29/2025 13:34,abuja-electric,5000,SUCCESS,browser,No,0,
PPA,PPA-20250829-E941CBDC,user_02662,8/29/2025 13:35,benin-electric,1000,SUCCESS,mobile_app,No,0,
BCT,BCT25082960CB60,user_03035,8/29/2025 13:36,ikeja-electric,75000,COMPLETED,browser,No,0,
UHS,UHS-EB6B8C02-29082025,user_02947,8/29/2025 13:37,abuja-electric,38000,SUCCESSFUL,api,No,0,
PPA,PPA-20250829-D6C6FC73,user_03516,8/29/2025 13:40,portharcourt-electric,10000,COMPLETED,browser,No,0,
EPA,EPA202508291341216F46,user_02719,8/29/2025 13:41,abuja-electric,1367,COMPLETED,mobile_app,No,0,
EPA,EPA20250829134337A0A6,user_03253,8/29/2025 13:43,eko-electric,3000,DECLINED,browser,No,0,
BCT,BCT2508297B4DE0,user_01096,8/29/2025 13:45,eko-electric,7500,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-D82124A2,user_01614,8/29/2025 13:46,portharcourt-electric,2000,SUCCESSFUL,browser,No,0,
BCT,BCT2508291CDA61,user_03654,8/29/2025 13:47,eko-electric,5000,SUCCESS,mobile_app,No,0,
EPA,EPA20250829134837D83D_r1,user_03253,8/29/2025 13:48,eko-electric,3000,COMPLETED,browser,Yes,1,EPA20250829134337A0A6
EPA,EPA202508291350150C8F,user_00769,8/29/2025 13:50,eko-electric,2000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250829535A23,user_03814,8/29/2025 13:51,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250829-EA848D83,user_01502,8/29/2025 13:54,abuja-electric,145499,SUCCESSFUL,mobile_app,No,0,
EPA,EPA202508291358002A5D,user_01765,8/29/2025 13:58,ikeja-electric,1000,COMPLETED,browser,No,0,
BCT,BCT250829A985A5,user_02972,8/29/2025 13:58,enugu-electric,300000,SUCCESS,mobile_app,No,0,
EPA,EPA202508291400053176,user_01419,8/29/2025 14:00,ikeja-electric,15000,SUCCESS,api,No,0,
PPA,PPA-20250829-1DEE0576,user_00768,8/29/2025 14:00,portharcourt-electric,1000,COMPLETED,mobile_app,No,0,
UHS,UHS-6212B99B-29082025,user_04123,8/29/2025 14:01,abuja-electric,1000,SUCCESS,mobile_app,No,0,
EPA,EPA20250829140131230B,user_00414,8/29/2025 14:01,benin-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-A5143E1D,user_00339,8/29/2025 14:02,abuja-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250829-AE45EAD3,user_00102,8/29/2025 14:03,abuja-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT250829BE3905,user_03158,8/29/2025 14:04,eko-electric,10000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-61C09F88,user_03441,8/29/2025 14:05,ikeja-electric,150000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-381ECF18,user_00528,8/29/2025 14:05,enugu-electric,2500,SUCCESS,browser,No,0,
UHS,UHS-0C48CC24-29082025,user_01684,8/29/2025 14:08,abuja-electric,1004,COMPLETED,browser,No,0,
UHS,UHS-3C6C81E3-29082025,user_00333,8/29/2025 14:08,eko-electric,3750,SUCCESS,browser,No,0,
PPA,PPA-20250829-AADF793C,user_02305,8/29/2025 14:08,ikeja-electric,5000,SUCCESS,mobile_app,No,0,
BCT,BCT250829D08C8B,user_01873,8/29/2025 14:10,eko-electric,1875,COMPLETED,api,No,0,
BCT,BCT250829E46C73,user_02522,8/29/2025 14:15,benin-electric,2500,SUCCESSFUL,browser,No,0,
BCT,BCT2508298EF81D,user_02745,8/29/2025 14:16,benin-electric,71000,COMPLETED,browser,No,0,
EPA,EPA202508291416554FA6,user_02607,8/29/2025 14:16,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250829-1234C6F5,user_00987,8/29/2025 14:17,eko-electric,5000,SUCCESSFUL,browser,No,0,
UHS,UHS-AFA95353-29082025,user_00115,8/29/2025 14:17,benin-electric,75000,SUCCESSFUL,browser,No,0,
EPA,EPA202508291419523EA0,user_00793,8/29/2025 14:19,abuja-electric,5000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT2508292FD347,user_03099,8/29/2025 14:20,eko-electric,24000,COMPLETED,browser,No,0,
EPA,EPA20250829142332BC54,user_00130,8/29/2025 14:23,abuja-electric,150000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250829-A271AD41,user_04373,8/29/2025 14:23,jos-electric,1000,DECLINED,browser,No,0,
PPA,PPA-20250829-7450D85B,user_02246,8/29/2025 14:25,enugu-electric,22000,COMPLETED,browser,No,0,
BCT,BCT250829276B7F,user_00408,8/29/2025 14:25,ikeja-electric,1065,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250829-BB9F057A,user_00561,8/29/2025 14:27,eko-electric,1750,SUCCESS,browser,No,0,
PPA,PPA-20250829-DE6C5F91,user_02069,8/29/2025 14:28,enugu-electric,1000,COMPLETED,browser,No,0,
UHS,UHS-C02F3A24-29082025,user_00699,8/29/2025 14:28,kaduna-electric,15000,SUCCESS,browser,No,0,
PPA,PPA-20250829-19ED55C9,user_02806,8/29/2025 14:29,ikeja-electric,2000,SUCCESS,mobile_app,No,0,
UHS,UHS-86DF08D3-29082025,user_04323,8/29/2025 14:32,ikeja-electric,7500,FAILED,browser,No,0,
PPA,PPA-20250829-E72A0EC2,user_02390,8/29/2025 14:33,abuja-electric,1000,SUCCESSFUL,mobile_app,No,0,
EPA,EPA202508291433188916,user_01931,8/29/2025 14:33,abuja-electric,10000,SUCCESSFUL,mobile_app,No,0,
UHS,UHS-4E0B1ECE-29082025,user_02092,8/29/2025 14:34,ikeja-electric,5000,SUCCESSFUL,browser,No,0,
UHS,UHS-DD82A422-29082025,user_03783,8/29/2025 14:34,ikeja-electric,3000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-F18AF41A,user_02265,8/29/2025 14:36,benin-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250829-A20AAFE3,user_00942,8/29/2025 14:36,abuja-electric,5000,SUCCESSFUL,mobile_app,No,0,
